Title,Author,Quantity,Price,Location,Isbn,EditionYear,Publisher,Edition,Cover,Subject,Pages,Language,Display
The Flora Of British India Vol. 3 Caprifoliacee To Apocynaceae,Sir J. D. Hooker,1,15000,Top 1,,1882,"L. Reeve & CO.,",General,Hard Cover,RARE BOOKS,,English,General
The Adveture Of Odysseus,Andrew Lang,1,2995,RR4,,1967,J.M Dent & Sons,General,Hard Cover,RARE BOOKS,,English,General
Unaccustomed As I Am An Anthology Designed For The After Dinner Speaker,C. Kent Wright,1,2995,RR4,,1962,George Allen & Unwin LTD,General,Hard Cover,RARE BOOKS,,English,General
D. H. Lawrence : Body Of Darkness,R. E. Pritchard,1,995,RR4,91081319,1971,Hutchinson University Library,General,Hard Cover,RARE BOOKS,,English,General
Some Applications Of Psycho-Analysis,Dr. Oskar Pfister,1,2995,RR4,,1923,George Allen & Unwin LTD,General,Hard Cover,RARE BOOKS,,English,General
The First Forty-Nine Stories,Ernest Hemingway,1,3993,RR4,,1960,Jonathan Cape,General,Hard Cover,RARE BOOKS,,English,General
Spider's Web,Agatha Christie,1,1595,RR4,,2000,St. Martin 's Press,General,Hard Cover,RARE BOOKS,,English,General
The Best Of Modern Humour,Mordecai Richler,1,995,RR4,,1897,M & S Company,General,Hard Cover,RARE BOOKS,,English,General
A Short History Of Our Religion From Moses To The Present Day,D. C. Somervell,1,3995,RR4,,1922,G. Bell And Sons,General,Hard Cover,RARE BOOKS,,English,General
Voltaire's Philosophical Dictionary,The World Publishing Company,1,2500,RR4,,1943,The World Publishing Company,General,Hard Cover,RARE BOOKS,,English,General
Nineteen Eighty-four ; Animal Farm,George Orwell,1,9995,RR4,090748655x,1984,Chancecellor Press,General,Hard Cover,RARE BOOKS,430,English,General
The Complete Short Stories Of W. Somerset Maugham 1,DoubleDay & Company,1,3500,RR4,,1934,Doubleday & Company,General,Hard Cover,RARE BOOKS,,English,General
A Writer's Notebook,W. Somerset Maugham,1,10000,RR4,,1949,William Heinemann LTD,General,Hard Cover,RARE BOOKS,,English,General
My Auto-Biography Charles Chaplin,The Bodley Head,1,3495,RR4,,1964,The Bodley Head,General,Hard Cover,RARE BOOKS,,English,General
On Population,Thomas Robert Malthus,1,1995,RR4,,1960,The Modern Library,General,Hard Cover,RARE BOOKS,,English,General
Zabur Aur git Maa Tatimma Aur Rag,Benares,1,9500,RR4,,1898,The Medical Hall Press,General,Hard Cover,RARE BOOKS,,English,General
"The Poems, Prose And Plays Of Alexander Pushkin",Avrahm Yarmolinsky,1,3995,RR4,,1936,The Modern Library Limited,General,Hard Cover,RARE BOOKS,,English,General
Julius LeVallon An episode,Algernon Blackwood,1,1195,RR4,,1929,Cassell & Company LTD,General,Hard Cover,RARE BOOKS,,English,General
Popular Fairy Tales,Hans Christian Andersen,1,1795,RR4,,1849,Blackie And Sons Limited,General,Hard Cover,RARE BOOKS,,English,General
Vanity Fair A Novel Without A Hero,William Makepeace Thackeray,1,2995,RR4,,1847,Oxford Unversity Press,General,Hard Cover,RARE BOOKS,,English,General
All Quiet on the Western Front,Erich Maria Remarque,1,750,RR4,449213943,1982,Fawcett Crest,General,Hard Cover,Fiction,295,English,General
The Treasured Writings Of Kahlil Gibran,The Prophet,1,2995,RR4,,1985,The Castel Trademark,General,Hard Cover,RARE BOOKS,,English,General
And the Hippos Were Boiled in Their Tanks,"William S. Burroughs,Jack Kerouac",1,5000,RR4,9.78185E+12,2008,Penguin Books,General,Hard Cover,Beat generation,214,English,General
The Clash Of Political Ideals,Albert R. Chandler,1,2500,RR4,,1940,D. Appleton-Century Company,General,Hard Cover,RARE BOOKS,,English,General
Evening At Home Consisting Of A Variety Of Miscellaneous Pieces For The Instruction And Amusement Of Youth,Dr. Aikin,1,9995,RR4,,1860,"Ward, Lock & Co.,",General,Hard Cover,RARE BOOKS,,English,General
Smoke,Ivan Turgenev,1,1995,RR4,,1919,Boni & Liveright,General,Soft Cover,RARE BOOKS,,English,General
The Complete Essays And Other Writings Of Ralph Waldo Emerson,Brooks Atkinson,1,4995,RR4,,1940,The Modern Book Librery,General,Hard Cover,RARE BOOKS,,English,General
Champagne Country,R. Tomes,1,3500,RR4,,1867,"London Ltd., Pvt.,",General,Hard Cover,RARE BOOKS,,English,General
The Salt-Cellers Being A Collection Of Proverbs,C. H. Spurgeon,1,9300,RR4,,1889,Passmore & Alabaster,General,Hard Cover,RARE BOOKS,,English,General
Peculiarities Of Behavior,Wilhelm Stekel,1,1250,RR4,,1943,Liveright Publishing Corporation,General,Hard Cover,RARE BOOKS,,English,General
The works Of Schopenhauer,W. Durant,1,8000,RR4,,1928,Simon & Schuster,General,Hard Cover,RARE BOOKS,,English,General
Washington D.C.,Gore Vidal,1,3500,RR4,,1967,World Books,General,Hard Cover,RARE BOOKS,,English,General
Notes Towars The Definition of Culture,T.S. Eliot,1,3995,RR4,,1948,Faber & Faber Company LTD.,General,Hard Cover,RARE BOOKS,,English,General
Adventurous Flim Making,J. David Beal,1,2595,RR4,024051047X,1980,Focal Press,General,Hard Cover,RARE BOOKS,,English,General
Eliphas Lévi and the French Occult Revival,Christopher McIntosh,1,1950,RR4,91122708,1972,Rider,General,Hard Cover,Social Science,238,English,General
The Secrets Of The Heart Selected Works,Kahlil Gibran,1,2995,RR4,,1852,Jaico Publishing House,General,Hard Cover,RARE BOOKS,,English,General
Poetry & Criticism,T. S. Eliot,1,3500,RR4,,1955,London,General,Hard Cover,RARE BOOKS,,English,General
Gandhi's Truth On The Origins Of Militant Nonviolence,Erik H. Erikson,1,2495,RR4,,1970,Faber & Faber Company LTD.,General,Hard Cover,RARE BOOKS,,English,General
Charlie and The Great Glass Elevator,Roald Dahl,1,1350,RR4,,1972,Alfred A. Knopf Limited,General,Hard Cover,RARE BOOKS,,English,General
Annette And Sylvie Being Volume One of The Soul Enchanted,Romain Rolland,1,2250,RR4,,1925,Henry Holt & Company,General,Hard Cover,RARE BOOKS,,English,General
The Poems Of Henry W. Longfellow,Walter J. Black,1,2499,RR4,,1932,Black's Readers Service company,General,Hard Cover,RARE BOOKS,,English,General
Embezzled Heaven,Franz Werfel,1,1940,RR4,,1940,Viking Press,General,Hard Cover,RARE BOOKS,,English,General
The Wayward Wife and Other Stories,Alberto Moravia,1,3495,RR4,,1960,Secker & Warburg,General,Hard Cover,RARE BOOKS,,English,General
Kashmir & Ladakh Panorama,Ernst Steiner,1,1995,RR3,9.7839E+12,1958,Edition Panorama,General,Hard Cover,Picture Book,,English,General
Everest where The snow Never Melts,H.P.S ahluwalia,1,3500,RR3,,1987,National Council Of Educational Research and Training,General,Soft Cover,Picture Book,,English,General
Gifts From The Greeks Alpha To Omega,Shophia A. Boyer,1,1500,RR3,,1970,Rand Mcnally & Company,General,Hard Cover,Picture Book,,English,General
Marketing Management,"J. Paul Peter,James H. Donnelly",1,2000,RR3,72315571,2001,McGraw-Hill/Irwin,General,Hard Cover,Business & Economics,876,English,General
Tibetan Furniture,Chris Buckley,1,5000,RR3,500512779,2005,Chris Buckley Limited,General,Hard Cover,Furniture,227,English,General
India,John Gallagher,1,3500,RR3,9.78191E+12,2006,"John Gallagher LTD.,",General,Hard Cover,India,191,English,General
India Antica,Maurizio Taddei,1,4000,RR3,304294950,1/1/1977,Weidenfeld & Nicolson,General,Hard Cover,Art,191,English,General
Cultural Heritages Of Korea,Foreign Languages Publishers,1,20000,RR3,,1953,Foreign Languages Publishers,General,Hard Cover,Picture Book,,English,General
Marg A Magazine Of The Arts,Khasi Rice Myths,1,1500,RR3,,2012,Magazine PVT. LTD.,General,Hard Cover,Picture Book,,English,General
Nepal Himalaya,Shiro Shirata,1,20000,RR3,,1983,Allied,General,Hard Cover,Picture Book,,English,General
Orissa Revisited,Pratapaditya Pal,1,4000,RR3,8185026513,2001,Marg Publications,General,Hard Cover,Art,180,English,General
A Centenary Volume Rabindranath Tagore 1861-1961,Rabindranath Tagore,1,10000,RR3,,1961,Sahitya Akademi,General,Hard Cover,Picture Book,,English,General
Birmanie. Coree Tibet,Albin Michel,1,4000,RR3,,1964,Albin Michel Limited,General,Hard Cover,Picture Book,,English,General
The Kamei Collection 19th Century European textiles Weaving 5,Bijusu Shuppan Sha,1,2000,RR3,,1991,Atsushi Oshita,General,Hard Cover,Picture Book,,English,General
Rati- Lila An Interpretation of The Tantric Imagery of The Temples Of Nepal,Giuseppe Tucci,1,5000,RR3,,1969,Nagel Publishers,General,Hard Cover,Picture Book,,English,General
Early Cola Bronzes,Douglas Barrett,1,20000,RR3,,1965,Bhulabhai Desai Road,General,Hard Cover,Picture Book,,English,General
The New Landscape Of India,Magazine,1,2000,RR3,,1973,India Publication,General,Soft Cover,Picture Book,,English,General
Homeage To Jaipur,J. J. Bhabha,1,2500,RR3,,1898,Marg Publications,General,Hard Cover,Picture Book,,English,General
The Sasia Story,Madanjeet Singh,1,1350,RR3,923103992x,1/1/2005,UNESCO,General,Hard Cover,Social Science,223,English,General
Johnson's Journey to the western Islands of Scotland and Boswell's Jornet of a Tour To The Hebrides With Samuel Johnson,R. W. Champman,1,4500,RR3,,1933,Oxford Unversity Press,General,Hard Cover,Picture Book,,English,General
The Works of Rudyard Kipling The Seven Seas,Rudyard Kipling,1,3495,RR3,,1899,D. Appleton & Company,General,Hard Cover,Picture Book,,English,General
Pride And Prejudice,Jane Austin,1,18000,RR3,,1813,Collins Publisher,General,Hard Cover,Picture Book,,English,General
Fruit - gathering,Rabindranath Tagore,1,3000,RR3,,1957,"Macmilliam And CO., Limited",General,Hard Cover,Picture Book,,English,General
Sales Meeveilles Enfants Des Rues De Kathmandu,Bertrand Midol,1,1595,RR3,,2010,Edition Limitee,General,Hard Cover,Picture Book,,English,General
Liza Of Lambeth,W. Somerset Maugham,1,995,RR3,,1897,Heinemann Limited,General,Hard Cover,Picture Book,,English,General
Julie De Carneilhan and Chance Acqaintances,Patrick Leigh Fermor,1,995,RR3,,1952,Secker & Warburg,General,Hard Cover,Picture Book,,English,General
Still - William,Richmal Crompton,1,3000,RR3,,1957,George Newnes Limited,General,Hard Cover,Picture Book,,English,General
The Fall and Exile and The Kingdom,Albert Camus,1,5000,RR3,,1957,The Modern Library Limited,General,Hard Cover,Picture Book,,English,General
Rubaiyat of Omar Khayyam,George F. Maine,1,2495,RR3,,1953,Collins London & Glasgow,General,Hard Cover,Picture Book,,English,General
2010: Odyssey Two,Arthur C. Clarke,1,1995,RR3,,1982,Ballantine Books Limited,General,Hard Cover,Picture Book,,English,General
The Friendly Philosopher Letters and Talks on Theosophy and The Theosophical Life,Robert Crosbie,1,6495,RR3,,1934,The Theosophy Company,General,Hard Cover,Picture Book,,English,General
Oscar Wilde The Picture of Dorian Grey The Complete Short Stories The Importance of Being Earnest and Other Plays,Peerage Books,1,6995,RR3,,1991,Peerage Books Limited,General,Hard Cover,Picture Book,,English,General
The Illustrated Do-It-Yourself Encyclopedia,Arlich Publishing,1,2500,RR3,,1956,Gar-Ins Limited,General,Hard Cover,Picture Book,,English,General
Hegemony Or Survival,Noam Chomsky,1,10000,RR3,805074007,11/4/2003,Macmillan,General,Hard Cover,Political Science,278,English,General
Disorders Of The Instincts And The Emotions The Parapathiac Disorders,Wilhelm Stekel,1,1250,RR3,,1940,Liveright Publishing Corporation,General,Hard Cover,Picture Book,,English,General
Bhotan And The Story Of The Doar War,Dr. David Field Rennie,1,10000,RR3,,1970,Manjusri Publishing House,General,Hard Cover,Picture Book,,English,General
Everest,Chris bonington,1,10000,RR3,340208333,1977,,General,Hard Cover,"Everest, Mount (China and Nepal)",238,English,General
People Of Nepal,Dor Bahadur Bista,1,10000,RR3,,1967,Department of Publicity,General,Hard Cover,Picture Book,,English,General
Gold Jewelry from Tibet and Nepal,Jane Casey Singer,1,3795,RR3,050097442x,1996,Thames & Hudson,General,Hard Cover,Antiques & Collectibles,142,English,General
The Art and Architecture Of India Buddhist. Hindi. Jain,Benjamin Rowland,1,3550,RR3,,1967,Penguin Books,General,Hard Cover,Picture Book,,English,General
Hemingway high On The Wild,Lloyd Arnold,1,3995,RR3,,1977,Grosset & Dunlap Publishers,General,Hard Cover,Picture Book,,English,General
The Greek And Roman World,W. G. Hardy,1,395,RR3,,1970,Schenkman Publishing Comapany,General,Soft Cover,Picture Book,,English,General
Catalogue of French Furniture and Clocks The Property of Baron Guy De Rothschild,M. Maurice Rheims,1,2500,RR3,,1972,Sotheby & Co.,General,Hard Cover,Picture Book,,English,General
Nepal,Wolfgang Ziegler,1,2500,RR3,8170020247,1/1/1988,Hyperion Books,General,Hard Cover,History,64,English,General
Oriental Rug Primer,"Aram K. Jerrehian, Jr.",1,1995,RR3,,1980,Kunning Press,General,Soft Cover,Picture Book,,English,General
Der Himalaja Blunt,Heinrich Harrer,1,3995,RR3,,1980,Pinguin - Verlag,General,Hard Cover,Picture Book,,English,General
Manifestations 3,Roobina Karode,1,2995,RR3,8190210416,2005,Delhi art Gallery,General,Hard Cover,"Art, Indic",299,English,General
Inside Tibetan Buddhism rituals & Symabols Reveled,Robert A. F. Thurman,1,920,RR3,,1995,Collins Publisher,General,Hard Cover,Picture Book,,English,General
Romance Of The Taj Mahal,Pratapadiya Pal,1,2995,RR3,,1815,TimeBooks Internation,General,Hard Cover,Picture Book,,English,General
Heart of The Jungle,K. K. Gurung,1,9995,RR3,,1983,Andre Deutsch Tiger Tops,General,Hard Cover,Picture Book,,English,General
Traditional & Folk Tunes Of Nepal,Vijay Kumar Sunam,1,400,RR3,,2007,Santoshi Printing Press,General,Hard Cover,Picture Book,,English,General
Buddhism In China,Chinese Buddhist Assiociation,1,3500,RR3,,1955,Nationalities Publishing House,General,Hard Cover,Picture Book,,English,General
Forty Masterpieces of 20th Century Drawing & Paint,Neville Tuli,1,2995,RR3,,2000,OSIAN'S,General,Hard Cover,Picture Book,,English,General
Oriental Rugs: A Buyer's Guide,Lee Allane,1,850,RR3,9.7805E+12,1988,Thames & Hudson Limited,General,Soft Cover,Picture Book,,English,General
Los Diez Libros de Arquitectura,Vitruvius Pollio,1,995,RR3,486206459,1914,Courier Corporation,General,Soft Cover,Architecture,331,English,General
Protected Areas Of Nepal,Resources Of Nepal,1,1995,RR3,,1999,resources Nepal Limited,General,Hard Cover,Picture Book,,English,General
Ornament And Figure Medieval Art From Germany,G. Ulrich Grobmann,1,995,RR3,,2000,Goethe Institut Munchen,General,Hard Cover,Picture Book,,English,General
Looking at Indian Art of the Northwest Coast,Hilary Stewart,1,650,RR3,088894229X,1979,University Of Washington Press,General,Hard Cover,Picture Book,,English,General
The Art of Strategy,Sunzi,1,2995,RR3,850308518,1988,Aquarian Publisher,General,Hard Cover,Picture Book,163,English,General
History Of Sultanate Architecture,R . nath,1,8500,RR3,,1978,Abhinav Publication,General,Hard Cover,Picture Book,,English,General
Points Of View,W. Somerset Maugham,1,10000,RR3,,1958,Heinemann Limited,General,Hard Cover,Picture Book,,English,General
The Complete Works of Oscar Wilde,Oscar Wilde,1,1595,RR3,1855349086,2001,"Geddes & Grosset, Limited",General,Hard Cover,Picture Book,384,English,General
The Goddess,Shahrukh Husain,1,1595,RR3,705430219,1997,,General,Hard Cover,Goddess religion,184,English,General
The Picture Story Of Fifty Years 1900-1950,R. H. Poole,1,3995,RR3,,1951,George Newnes Limited,General,Hard Cover,Picture Book,,English,General
yogini Cult & Temples A Tantric Tradition,Vidya Dehejia,1,3995,RR3,,1986,National Museum,General,Hard Cover,Picture Book,,English,General
Ancient India From The Origins to The XII Century A D,Marilla Albanese,1,6500,RR3,,2001,Om Book Service,General,Hard Cover,Picture Book,,English,General
south Indian Bromzes,C. Sivaramamurti,1,14500,RR3,,1963,Lalit Kala Akademi,General,Hard Cover,Picture Book,,English,General
King Mahendra Of Nepal,Y. G. Khrishnamurti,1,9995,RR3,,1967,The NityaNand Society,General,Hard Cover,Picture Book,,English,General
Rugs As An Investment,Parviz Nemati,1,6000,RR3,,1980,Agate Press,General,Hard Cover,Picture Book,,English,General
Contemporary Indian Art,Yashodhara Dalmia,1,4995,RR3,8185026556,2002,Marg Publications,General,Hard Cover,Art,131,English,General
Atelier Hermitage,Manuj babu mishra,1,1499,RR3,,2004,"Manuj Babu Mishra Co. Ltd.,",General,Hard Cover,Picture Book,,English,General
Homage To Kalamkari,Marg publications,1,4595,RR3,,1979,Marg Publications,General,Hard Cover,Picture Book,,English,General
Mountain Light,galen Rowell,1,5750,RR3,,1986,Century Publishers,General,Hard Cover,Picture Book,,English,General
Journey Through Nepal,Mohamed Amin,1,1595,RR3,,1987,Camerapix Publishers International,General,Hard Cover,Picture Book,,English,General
Atlas of the Natural Wolrld,Robert Muir Wood,1,450,RR3,,1990,Facts On File Publishers Limited,General,Hard Cover,Picture Book,,English,General
Splendours of Tamil Nadu,Mrg Publications,1,4995,RR3,,1980,Marg Publication,General,Hard Cover,Picture Book,,English,General
Third International Conference of Tibet Support Groups,Numann Stiftung,1,995,RR3,,2000,Department of information and international Realtions,General,Hard Cover,Picture Book,,English,General
Classical ances  Costumes of India,Ram Gopal,1,4500,RR3,,1949,"A & C Black LTD.,",General,Hard Cover,Picture Book,,English,General
The Essence Of Persian Carpets Woven in Oriental History,Dr. Seyed Morteza,1,3995,RR3,,1994,Okuda Printing Art Inc.,General,Hard Cover,Picture Book,,English,General
Indian Crafts,D. N. Saraf,1,6500,RR3,706913884,1982,New Delhi : Vikas,General,Hard Cover,Decorative arts,279,English,General
Les Alpes Selection Du reader's Digest,Paris Zurich Montreal,1,4550,RR3,,1969,Paris Zurich Montreal,General,Hard Cover,Picture Book,,English,General
Paintings from Rajasthan in the National Gallery of Victoria,Andrew Topsfield,1,3995,RR3,724100725,1980,National Gallery of victoria,General,Hard Cover,Art,173,English,General
Kumaon Himalaya,Ashok Dilwali,1,1595,RR3,8190020994,1992,Bards and Mediums,General,Hard Cover,Kumaun (India),90,English,General
"Nepal Old Images, New Insights",Pratapaditya Pal,2,3500,RR3,8185026688,2004,Virago Press,General,Hard Cover,"Art, Nepali",148,English,General
Rati- Lila An Interpretation of The Tantric Imagery of The Temples Of Nepal,Giuseppe Tucci,1,30000,RR3,,1969,Nagel Publishers,General,Hard Cover,Picture Book,,English,General
